INSTRUCT_TYPE;TARGET_POS;MOVETYPE;MOVEVEL;TOOLNUM;VALVEAPERTURE;WORKZONE;BASENUM;CIRCAUXPOS;SLEEPTIME;
INIT;X 0,Y 0,Z 0,A 0,B 0,C 0,S 0,T 0,E1 0,E2 0.0,E3 0.0,E4 0.0,E5 0.0,E6 0.0;NULL;-1;-1;-1;-1;-1;X 0,Y 0,Z 0,A 0,B 0,C 0,S 0,T 0,E1 0,E2 0.0,E3 0.0,E4 0.0,E5 0.0,E6 0.0;-1;
SETENTRY; X 17.69175 Y -434.9928 Z 2411.13436 A 0.00002 B 0.00002 C 90 S 2 T 10  E1 -1867.0776 E2 0 E3 0 E4 0
;NULL;100;0;-1;1;0;X 0,Y 0,Z 0,A 0,B 0,C 0,S 0,T 0,E1 0,E2 0.0,E3 0.0,E4 0.0,E5 0.0,E6 0.0;-1;
SETENTRY; X 3175.0006 Y 0.00029 Z 3249.31942 A -179.99998 B -0.00003 C -90 S 2 T 3 E1 -1500 E2 0 E3 0 E4 0 E5 0
;NULL;100;0;-1;2;0;X 0,Y 0,Z 0,A 0,B 0,C 0,S 0,T 0,E1 0,E2 0.0,E3 0.0,E4 0.0,E5 0.0,E6 0.0;-1;
SETENTRY; X 3526.31483 Y -681.40701 Z 2961.9383 A 169.50478 B -4.39301 C -11 2.4 6374 S 2 T 3 E1 -2000 E2 0 E3 0 E4 0
;NULL;100;0;-1;3;0;X 0,Y 0,Z 0,A 0,B 0,C 0,S 0,T 0,E1 0,E2 0.0,E3 0.0,E4 0.0,E5 0.0,E6 0.0;-1;
SETENTRY; X 5901.27102 Y -681.40632 Z 2961.93838 A 171.08597 B -4.39304 C -1 12. 46373 S 2 T 3 E1 -3448.08159 E2 0 E3 0 E4 0
;NULL;100;0;-1;4;0;X 0,Y 0,Z 0,A 0,B 0,C 0,S 0,T 0,E1 0,E2 0.0,E3 0.0,E4 0.0,E5 0.0,E6 0.0;-1;
SETENTRY; X 7217.11238 Y -681.40632 Z 2961.93838 A 171.08597 B -4.39304 C -1 12. 46373 S 2 T 3 E1 -4763.92295 E2 0 E3 0 E4 0
;NULL;100;0;-1;5;0;X 0,Y 0,Z 0,A 0,B 0,C 0,S 0,T 0,E1 0,E2 0.0,E3 0.0,E4 0.0,E5 0.0,E6 0.0;-1;
SETENTRY; X 9743.6192 Y -681.40701 Z 2961.9383 A 169.50478 B -4.39301 C -112 .46 374 S 2 T 3 E1 -7500 E2 0 E3 0 E4 0
;NULL;100;0;-1;6;0;X 0,Y 0,Z 0,A 0,B 0,C 0,S 0,T 0,E1 0,E2 0.0,E3 0.0,E4 0.0,E5 0.0,E6 0.0;-1;
